赛季,轮次,时间,主队红牌数,主队名称,主队ID,主队上轮名次,比分,半场比分,客队红牌数,客队名称,客队ID,客队上轮名次
2014-2015,12,2014-11-24 04:00,0,比利亚雷亚尔,107,8,2-1,2-0,0,赫塔菲,98,10
2014-2015,12,2014-11-25 03:45,0,格拉那达,121,17,0-0,0-0,1,阿尔梅里亚,141,19
2014-2015,13,2014-11-29 03:45,0,皇家社会,106,16,3-0,2-0,0,艾尔切,126,19
2014-2015,13,2014-11-29 23:00,0,赫塔菲,98,10,1-2,0-1,0,毕尔巴鄂竞技,92,9
2014-2015,13,2014-11-30 01:00,0,西班牙人,100,15,2-1,2-1,0,莱万特,103,14
2014-2015,13,2014-11-30 03:00,0,马拉加,102,6,1-2,0-1,1,皇家马德里,82,1
2014-2015,13,2014-11-30 05:00,0,塞尔塔,114,7,0-1,0-1,0,埃瓦尔,131,13
2014-2015,13,2014-11-30 19:00,0,马德里竞技,109,3,2-0,1-0,0,拉科鲁尼亚,93,18
2014-2015,13,2014-11-30 23:59,0,塞维利亚,86,5,5-1,1-1,0,格拉那达,121,16
2014-2015,13,2014-12-01 02:00,0,科尔多瓦,146,20,0-2,0-1,0,比利亚雷亚尔,107,8
2014-2015,13,2014-12-01 04:00,0,巴伦西亚,91,4,0-1,0-0,0,巴塞罗那,84,2
2014-2015,13,2014-12-02 03:45,0,阿尔梅里亚,141,17,0-1,0-0,0,巴列卡诺,994,13
2014-2015,14,2014-12-06 23:00,0,艾尔切,126,19,0-2,0-1,0,马德里竞技,109,3
2014-2015,14,2014-12-07 01:00,0,毕尔巴鄂竞技,92,9,0-1,0-1,0,科尔多瓦,146,20
2014-2015,14,2014-12-07 03:00,0,皇家马德里,82,1,3-0,1-0,0,塞尔塔,114,8
2014-2015,14,2014-12-07 05:00,0,拉科鲁尼亚,93,18,0-1,0-1,0,马拉加,102,7
2014-2015,14,2014-12-07 19:00,0,巴列卡诺,994,10,0-1,0-1,1,塞维利亚,86,4
2014-2015,14,2014-12-07 23:59,0,巴塞罗那,84,3,5-1,1-1,0,西班牙人,100,12
2014-2015,14,2014-12-08 02:00,0,比利亚雷亚尔,107,7,4-0,0-0,0,皇家社会,106,14
2014-2015,14,2014-12-08 04:00,0,格拉那达,121,16,1-1,0-0,1,巴伦西亚,91,5
2014-2015,14,2014-12-08 23:59,0,埃瓦尔,131,11,5-2,3-1,0,阿尔梅里亚,141,17
2014-2015,14,2014-12-09 02:00,0,莱万特,103,16,1-1,0-0,0,赫塔菲,98,13
2014-2015,15,2014-12-13 03:45,0,阿尔梅里亚,141,17,1-4,1-2,0,皇家马德里,82,1
2014-2015,15,2014-12-13 23:00,0,赫塔菲,98,12,0-0,0-0,0,巴塞罗那,84,2
2014-2015,15,2014-12-14 01:00,1,巴伦西亚,91,5,3-0,3-0,0,巴列卡诺,994,11
2014-2015,15,2014-12-14 03:00,0,科尔多瓦,146,18,0-0,0-0,0,莱万特,103,15
2014-2015,15,2014-12-14 05:00,0,马拉加,102,7,1-0,1-0,0,塞尔塔,114,8
2014-2015,15,2014-12-14 19:00,0,西班牙人,100,13,2-1,1-0,1,格拉那达,121,16
2014-2015,15,2014-12-14 23:59,0,塞维利亚,86,4,0-0,0-0,0,埃瓦尔,131,9
2014-2015,15,2014-12-15 02:00,0,马德里竞技,109,3,0-1,0-0,0,比利亚雷亚尔,107,7
2014-2015,15,2014-12-15 04:00,0,皇家社会,106,15,1-1,1-0,1,毕尔巴鄂竞技,92,10
2014-2015,15,2014-12-16 03:45,0,拉科鲁尼亚,93,19,1-0,1-0,0,艾尔切,126,20
2014-2015,16,2014-12-20 03:45,0,塞尔塔,114,8,0-1,0-1,0,阿尔梅里亚,141,19
2014-2015,16,2014-12-20 23:00,0,巴塞罗那,84,2,5-0,1-0,0,科尔多瓦,146,19
2014-2015,16,2014-12-21 01:00,0,莱万特,103,15,1-1,0-0,0,皇家社会,106,14
2014-2015,16,2014-12-21 03:00,0,埃瓦尔,131,9,0-1,0-1,0,巴伦西亚,91,5
2014-2015,16,2014-12-21 05:00,0,巴列卡诺,994,12,1-3,1-1,1,西班牙人,100,11
2014-2015,16,2014-12-21 19:00,1,比利亚雷亚尔,107,6,3-0,1-0,0,拉科鲁尼亚,93,16
2014-2015,16,2014-12-21 23:59,0,格拉那达,121,18,1-1,1-0,0,赫塔菲,98,13
2014-2015,16,2014-12-22 02:00,0,艾尔切,126,20,1-2,1-0,0,马拉加,102,7
2014-2015,16,2014-12-22 04:00,0,毕尔巴鄂竞技,92,11,1-4,1-0,0,马德里竞技,109,3
2014-2015,16,2015-02-05 03:45,0,皇家马德里,82,1,2-1,2-0,0,塞维利亚,86,4
2014-2015,17,2015-01-03 23:00,0,马德里竞技,109,3,3-1,1-0,0,莱万特,103,15
2014-2015,17,2015-01-04 01:00,0,塞维利亚,86,6,1-0,1-0,1,塞尔塔,114,8
2014-2015,17,2015-01-04 03:00,0,艾尔切,126,20,2-2,2-2,0,比利亚雷亚尔,107,5
2014-2015,17,2015-01-04 05:00,0,拉科鲁尼亚,93,17,1-0,1-0,0,毕尔巴鄂竞技,92,11
2014-2015,17,2015-01-04 05:00,0,马拉加,102,7,1-2,0-1,1,阿尔梅里亚,141,16
2014-2015,17,2015-01-04 19:00,0,赫塔菲,98,12,1-2,1-1,0,巴列卡诺,994,13
2014-2015,17,2015-01-04 23:59,0,巴伦西亚,91,5,2-1,0-1,0,皇家马德里,82,1
2014-2015,17,2015-01-05 02:00,0,西班牙人,100,10,1-2,0-2,0,埃瓦尔,131,9
2014-2015,17,2015-01-05 04:00,0,皇家社会,106,16,1-0,1-0,0,巴塞罗那,84,2
2014-2015,17,2015-01-06 03:45,0,科尔多瓦,146,19,2-0,2-0,0,格拉那达,121,18
2014-2015,18,2015-01-10 03:45,0,莱万特,103,17,0-0,0-0,0,拉科鲁尼亚,93,16
2014-2015,18,2015-01-10 23:00,1,皇家马德里,82,1,3-0,2-0,0,西班牙人,100,10
2014-2015,18,2015-01-11 01:00,0,马拉加,102,7,1-1,0-1,0,比利亚雷亚尔,107,6
2014-2015,18,2015-01-11 03:00,0,塞尔塔,114,9,1-1,0-1,0,巴伦西亚,91,4
2014-2015,18,2015-01-11 05:00,0,埃瓦尔,131,8,2-1,1-0,0,赫塔菲,98,14
2014-2015,18,2015-01-11 19:00,0,阿尔梅里亚,141,16,0-2,0-0,0,塞维利亚,86,5
2014-2015,18,2015-01-11 23:59,0,毕尔巴鄂竞技,92,12,1-2,0-1,0,艾尔切,126,20
2014-2015,18,2015-01-12 02:00,0,格拉那达,121,19,1-1,0-1,0,皇家社会,106,13
2014-2015,18,2015-01-12 04:00,0,巴塞罗那,84,2,3-1,2-0,0,马德里竞技,109,3
2014-2015,18,2015-01-13 03:45,0,巴列卡诺,994,11,0-1,0-1,0,科尔多瓦,146,18
2014-2015,19,2015-01-17 03:45,1,科尔多瓦,146,16,1-1,1-0,1,埃瓦尔,131,8
2014-2015,19,2015-01-17 23:00,0,皇家社会,106,12,0-1,0-0,0,巴列卡诺,994,11
2014-2015,19,2015-01-18 01:00,0,巴伦西亚,91,5,3-2,2-2,0,阿尔梅里亚,141,17
2014-2015,19,2015-01-18 03:00,0,比利亚雷亚尔,107,6,2-0,1-0,0,毕尔巴鄂竞技,92,13
2014-2015,19,2015-01-18 05:00,0,西班牙人,100,10,1-0,0-0,0,塞尔塔,114,9
2014-2015,19,2015-01-18 19:00,0,赫塔菲,98,15,0-3,0-0,0,皇家马德里,82,1
2014-2015,19,2015-01-18 23:59,0,马德里竞技,109,3,2-0,1-0,0,格拉那达,121,20
2014-2015,19,2015-01-19 02:00,0,拉科鲁尼亚,93,16,0-4,0-2,0,巴塞罗那,84,2
2014-2015,19,2015-01-19 04:00,0,艾尔切,126,19,1-0,1-0,1,莱万特,103,18
2014-2015,19,2015-01-19 04:00,0,塞维利亚,86,4,2-0,1-0,0,马拉加,102,7
2014-2015,20,2015-01-24 23:00,1,科尔多瓦,146,14,1-2,1-1,1,皇家马德里,82,1
2014-2015,20,2015-01-25 01:00,1,艾尔切,126,16,0-6,0-1,0,巴塞罗那,84,2
2014-2015,20,2015-01-25 03:00,0,马德里竞技,109,3,3-1,2-1,0,巴列卡诺,994,10
2014-2015,20,2015-01-25 05:00,0,皇家社会,106,12,1-0,0-0,0,埃瓦尔,131,8
2014-2015,20,2015-01-25 05:00,0,比利亚雷亚尔,107,6,1-0,0-0,0,莱万特,103,19
2014-2015,20,2015-01-25 19:00,1,拉科鲁尼亚,93,16,2-2,2-1,0,格拉那达,121,20
2014-2015,20,2015-01-25 23:59,0,毕尔巴鄂竞技,92,13,1-1,0-0,0,马拉加,102,7
2014-2015,20,2015-01-26 02:00,0,西班牙人,100,9,3-0,2-0,0,阿尔梅里亚,141,18
2014-2015,20,2015-01-26 04:00,0,巴伦西亚,91,5,3-1,2-1,0,塞维利亚,86,4
2014-2015,20,2015-01-27 03:45,0,赫塔菲,98,16,2-1,1-1,0,塞尔塔,114,12
2014-2015,21,2015-01-31 03:45,0,巴列卡诺,994,10,1-2,1-1,0,拉科鲁尼亚,93,15
2014-2015,21,2015-01-31 23:00,0,皇家马德里,82,1,4-1,2-1,0,皇家社会,106,11
2014-2015,21,2015-02-01 01:00,0,埃瓦尔,131,8,1-3,0-3,0,马德里竞技,109,3
2014-2015,21,2015-02-01 03:00,0,格拉那达,121,20,1-0,0-0,1,艾尔切,126,17
2014-2015,21,2015-02-01 05:00,0,塞尔塔,114,12,1-0,0-0,0,科尔多瓦,146,14
2014-2015,21,2015-02-01 19:00,0,莱万特,103,19,0-2,0-0,0,毕尔巴鄂竞技,92,13
2014-2015,21,2015-02-01 23:59,1,阿尔梅里亚,141,18,1-0,1-0,1,赫塔菲,98,16
2014-2015,21,2015-02-02 02:00,0,塞维利亚,86,5,3-2,2-1,1,西班牙人,100,9
2014-2015,21,2015-02-02 04:00,0,巴塞罗那,84,2,3-2,1-1,0,比利亚雷亚尔,107,6
2014-2015,21,2015-02-03 03:45,0,马拉加,102,7,1-0,1-0,1,巴伦西亚,91,5
2014-2015,22,2015-02-07 03:45,0,拉科鲁尼亚,93,14,2-0,0-0,0,埃瓦尔,131,8
2014-2015,22,2015-02-07 23:00,0,马德里竞技,109,3,4-0,2-0,0,皇家马德里,82,1
2014-2015,22,2015-02-08 01:00,0,比利亚雷亚尔,107,6,2-0,1-0,0,格拉那达,121,18
2014-2015,22,2015-02-08 03:00,0,莱万特,103,20,4-1,2-1,0,马拉加,102,7
2014-2015,22,2015-02-08 05:00,0,皇家社会,106,14,1-1,1-0,0,塞尔塔,114,10
2014-2015,22,2015-02-08 19:00,0,科尔多瓦,146,17,1-2,1-0,0,阿尔梅里亚,141,16
2014-2015,22,2015-02-08 23:59,0,赫塔菲,98,15,2-1,1-0,0,塞维利亚,86,4
2014-2015,22,2015-02-09 02:00,0,西班牙人,100,9,1-2,0-0,0,巴伦西亚,91,5
2014-2015,22,2015-02-09 04:00,1,毕尔巴鄂竞技,92,12,2-5,0-2,0,巴塞罗那,84,2
2014-2015,22,2015-02-10 03:45,0,艾尔切,126,20,2-0,1-0,1,巴列卡诺,994,15
2014-2015,23,2015-02-14 03:45,0,阿尔梅里亚,141,16,2-2,2-1,0,皇家社会,106,12
2014-2015,23,2015-02-14 23:00,1,塞维利亚,86,5,3-0,2-0,1,科尔多瓦,146,19
2014-2015,23,2015-02-15 01:00,0,皇家马德里,82,1,2-0,1-0,0,拉科鲁尼亚,93,12
2014-2015,23,2015-02-15 03:00,1,格拉那达,121,20,0-0,0-0,0,毕尔巴鄂竞技,92,13
2014-2015,23,2015-02-15 05:00,0,马拉加,102,7,0-2,0-1,1,西班牙人,100,9
2014-2015,23,2015-02-15 19:00,0,巴伦西亚,91,5,1-0,0-0,0,赫塔菲,98,14
2014-2015,23,2015-02-15 23:59,0,巴塞罗那,84,2,5-0,2-0,0,莱万特,103,18
2014-2015,23,2015-02-16 02:00,0,巴列卡诺,994,16,2-0,0-0,0,比利亚雷亚尔,107,6
2014-2015,23,2015-02-16 04:00,0,塞尔塔,114,10,2-0,0-0,0,马德里竞技,109,3
2014-2015,23,2015-02-17 03:45,1,埃瓦尔,131,10,0-1,0-0,0,艾尔切,126,17
2014-2015,24,2015-02-21 03:45,0,赫塔菲,98,15,2-1,1-0,0,西班牙人,100,8
2014-2015,24,2015-02-21 23:00,0,巴塞罗那,84,2,0-1,0-1,0,马拉加,102,7
2014-2015,24,2015-02-22 01:00,0,科尔多瓦,146,20,1-2,0-1,0,巴伦西亚,91,4
2014-2015,24,2015-02-22 03:00,1,马德里竞技,109,3,3-0,3-0,0,阿尔梅里亚,141,16
2014-2015,24,2015-02-22 05:00,1,拉科鲁尼亚,93,15,0-2,0-0,0,塞尔塔,114,9
2014-2015,24,2015-02-22 19:00,0,皇家社会,106,13,4-3,1-1,0,塞维利亚,86,5
2014-2015,24,2015-02-22 23:59,0,毕尔巴鄂竞技,92,14,1-0,0-0,0,巴列卡诺,994,12
2014-2015,24,2015-02-23 02:00,0,比利亚雷亚尔,107,6,1-0,0-0,0,埃瓦尔,131,10
2014-2015,24,2015-02-23 04:00,0,艾尔切,126,17,0-2,0-0,0,皇家马德里,82,1
2014-2015,24,2015-02-24 03:45,1,莱万特,103,19,2-1,0-1,2,格拉那达,121,18
2014-2015,25,2015-02-28 03:45,0,西班牙人,100,9,1-0,1-0,0,科尔多瓦,146,20
2014-2015,25,2015-02-28 23:00,0,格拉那达,121,19,1-3,0-1,0,巴塞罗那,84,2
2014-2015,25,2015-03-01 01:00,0,巴列卡诺,994,14,4-2,4-1,0,莱万特,103,18
2014-2015,25,2015-03-01 03:00,2,阿尔梅里亚,141,16,0-0,0-0,0,拉科鲁尼亚,93,15
2014-2015,25,2015-03-01 05:00,0,马拉加,102,7,3-2,1-0,0,赫塔菲,98,13
2014-2015,25,2015-03-01 19:00,0,巴伦西亚,91,4,2-0,0-0,0,皇家社会,106,11
2014-2015,25,2015-03-01 23:59,0,埃瓦尔,131,12,0-1,0-1,0,毕尔巴鄂竞技,92,13
2014-2015,25,2015-03-02 02:00,0,塞维利亚,86,5,0-0,0-0,0,马德里竞技,109,3
2014-2015,25,2015-03-02 04:00,0,皇家马德里,82,1,1-1,0-0,0,比利亚雷亚尔,107,6
2014-2015,25,2015-03-03 03:45,0,塞尔塔,114,9,1-1,0-0,0,艾尔切,126,17
2014-2015,26,2015-03-07 03:45,0,莱万特,103,18,2-1,0-0,1,埃瓦尔,131,13
2014-2015,26,2015-03-07 23:00,0,拉科鲁尼亚,93,15,3-4,1-1,0,塞维利亚,86,5
2014-2015,26,2015-03-08 01:00,0,毕尔巴鄂竞技,92,10,1-0,1-0,0,皇家马德里,82,1
2014-2015,26,2015-03-08 03:00,0,艾尔切,126,18,1-0,1-0,0,阿尔梅里亚,141,17
2014-2015,26,2015-03-08 05:00,0,格拉那达,121,19,1-0,0-0,0,马拉加,102,7
2014-2015,26,2015-03-08 19:00,1,巴塞罗那,84,2,6-1,1-0,1,巴列卡诺,994,11
2014-2015,26,2015-03-08 23:59,0,皇家社会,106,12,1-0,1-0,0,西班牙人,100,10
2014-2015,26,2015-03-09 02:00,0,比利亚雷亚尔,107,6,4-1,2-0,0,塞尔塔,114,9
2014-2015,26,2015-03-09 04:00,0,马德里竞技,109,3,1-1,1-0,1,巴伦西亚,91,4
2014-2015,26,2015-03-10 03:45,0,科尔多瓦,146,20,1-2,0-0,0,赫塔菲,98,15
2014-2015,27,2015-03-14 03:45,0,巴伦西亚,91,4,2-0,0-0,0,拉科鲁尼亚,93,16
2014-2015,27,2015-03-14 23:00,0,西班牙人,100,10,0-0,0-0,1,马德里竞技,109,4
2014-2015,27,2015-03-15 01:00,0,埃瓦尔,131,14,0-2,0-1,0,巴塞罗那,84,1
2014-2015,27,2015-03-15 03:00,0,巴列卡诺,994,13,3-1,0-1,0,格拉那达,121,19
2014-2015,27,2015-03-15 05:00,0,塞尔塔,114,9,1-2,0-2,1,毕尔巴鄂竞技,92,8
2014-2015,27,2015-03-15 19:00,1,阿尔梅里亚,141,18,0-0,0-0,1,比利亚雷亚尔,107,6
2014-2015,27,2015-03-15 23:59,0,马拉加,102,7,2-0,0-0,0,科尔多瓦,146,20
2014-2015,27,2015-03-16 02:00,0,塞维利亚,86,5,3-0,2-0,0,艾尔切,126,15
2014-2015,27,2015-03-16 04:00,0,皇家马德里,82,2,2-0,2-0,0,莱万特,103,17
2014-2015,27,2015-03-17 03:45,0,赫塔菲,98,13,0-1,0-0,0,皇家社会,106,12
2014-2015,28,2015-03-21 03:45,0,艾尔切,126,15,0-4,0-1,0,巴伦西亚,91,3
2014-2015,28,2015-03-21 23:00,0,马德里竞技,109,4,2-0,2-0,0,赫塔菲,98,13
2014-2015,28,2015-03-22 01:00,0,巴列卡诺,994,12,1-0,1-0,1,马拉加,102,7
2014-2015,28,2015-03-22 03:00,0,莱万特,103,18,0-1,0-0,0,塞尔塔,114,11
2014-2015,28,2015-03-22 05:00,0,格拉那达,121,19,0-0,0-0,0,埃瓦尔,131,14
2014-2015,28,2015-03-22 05:00,0,毕尔巴鄂竞技,92,8,2-1,2-0,1,阿尔梅里亚,141,16
2014-2015,28,2015-03-22 19:00,0,拉科鲁尼亚,93,17,0-0,0-0,0,西班牙人,100,11
2014-2015,28,2015-03-22 23:59,0,比利亚雷亚尔,107,6,0-2,0-0,0,塞维利亚,86,5
2014-2015,28,2015-03-23 02:00,0,皇家社会,106,12,3-1,1-1,3,科尔多瓦,146,20
2014-2015,28,2015-03-23 04:00,0,巴塞罗那,84,1,2-1,1-1,0,皇家马德里,82,2
2014-2015,29,2015-04-04 02:45,1,埃瓦尔,131,14,1-2,1-2,0,巴列卡诺,994,11
2014-2015,29,2015-04-04 22:00,0,塞维利亚,86,5,2-0,2-0,0,毕尔巴鄂竞技,92,8
2014-2015,29,2015-04-04 23:59,0,科尔多瓦,146,20,0-2,0-2,0,马德里竞技,109,4
2014-2015,29,2015-04-05 02:00,1,阿尔梅里亚,141,17,1-4,0-2,0,莱万特,103,18
2014-2015,29,2015-04-05 04:00,0,马拉加,102,7,1-1,0-0,0,皇家社会,106,10
2014-2015,29,2015-04-05 18:00,0,皇家马德里,82,2,9-1,4-0,0,格拉那达,121,19
2014-2015,29,2015-04-05 23:00,0,巴伦西亚,91,4,0-0,0-0,0,比利亚雷亚尔,107,6
2014-2015,29,2015-04-06 01:00,0,赫塔菲,98,13,2-1,2-0,0,拉科鲁尼亚,93,17
2014-2015,29,2015-04-06 03:00,1,塞尔塔,114,11,0-1,0-0,0,巴塞罗那,84,1
2014-2015,29,2015-04-07 02:00,0,西班牙人,100,12,1-1,1-0,0,艾尔切,126,16
2014-2015,30,2015-04-08 02:00,0,马德里竞技,109,3,2-0,2-0,0,皇家社会,106,10
2014-2015,30,2015-04-08 04:00,0,莱万特,103,15,1-2,0-2,0,塞维利亚,86,5
2014-2015,30,2015-04-08 04:00,0,埃瓦尔,131,14,1-0,0-0,0,马拉加,102,7
2014-2015,30,2015-04-09 02:00,0,巴塞罗那,84,1,4-0,1-0,0,阿尔梅里亚,141,18
2014-2015,30,2015-04-09 02:00,1,拉科鲁尼亚,93,17,1-1,0-0,0,科尔多瓦,146,20
2014-2015,30,2015-04-09 04:00,1,格拉那达,121,19,1-1,1-0,0,塞尔塔,114,11
2014-2015,30,2015-04-09 04:00,0,巴列卡诺,994,9,0-2,0-0,0,皇家马德里,82,2
2014-2015,30,2015-04-10 02:00,0,毕尔巴鄂竞技,92,8,1-1,0-0,1,巴伦西亚,91,4
2014-2015,30,2015-04-10 04:00,0,比利亚雷亚尔,107,6,0-3,0-1,0,西班牙人,100,12
2014-2015,30,2015-04-10 04:00,0,艾尔切,126,16,0-1,0-0,0,赫塔菲,98,13
2014-2015,31,2015-04-11 22:00,0,皇家马德里,82,2,3-0,2-0,0,埃瓦尔,131,14
2014-2015,31,2015-04-11 23:59,0,马拉加,102,7,2-2,1-1,0,马德里竞技,109,3
2014-2015,31,2015-04-12 02:00,0,塞维利亚,86,5,2-2,1-2,0,巴塞罗那,84,1
2014-2015,31,2015-04-12 04:00,0,阿尔梅里亚,141,18,3-0,1-0,0,格拉那达,121,19
2014-2015,31,2015-04-12 04:00,0,塞尔塔,114,12,6-1,4-1,0,巴列卡诺,994,10
2014-2015,31,2015-04-12 18:00,0,赫塔菲,98,13,1-1,0-0,0,比利亚雷亚尔,107,6
2014-2015,31,2015-04-12 23:00,0,西班牙人,100,10,1-0,1-0,0,毕尔巴鄂竞技,92,8
2014-2015,31,2015-04-13 01:00,0,皇家社会,106,12,2-2,1-1,0,拉科鲁尼亚,93,18
2014-2015,31,2015-04-13 03:00,1,科尔多瓦,146,20,0-2,0-1,0,艾尔切,126,17
2014-2015,31,2015-04-14 02:30,0,巴伦西亚,91,4,3-0,2-0,0,莱万特,103,18
2014-2015,32,2015-04-18 02:45,0,莱万特,103,18,2-2,1-2,0,西班牙人,100,8
2014-2015,32,2015-04-18 22:00,0,巴塞罗那,84,1,2-0,1-0,0,巴伦西亚,91,4
2014-2015,32,2015-04-18 23:59,0,拉科鲁尼亚,93,17,1-2,0-2,0,马德里竞技,109,3
2014-2015,32,2015-04-19 02:00,0,皇家马德里,82,2,3-1,1-0,0,马拉加,102,7
2014-2015,32,2015-04-19 04:00,0,毕尔巴鄂竞技,92,9,4-0,1-0,1,赫塔菲,98,13
2014-2015,32,2015-04-19 18:00,0,巴列卡诺,994,12,2-0,1-0,0,阿尔梅里亚,141,18
2014-2015,32,2015-04-19 23:00,0,格拉那达,121,19,1-1,1-0,0,塞维利亚,86,5
2014-2015,32,2015-04-20 01:00,0,比利亚雷亚尔,107,6,0-0,0-0,0,科尔多瓦,146,20
2014-2015,32,2015-04-20 03:00,0,埃瓦尔,131,14,0-1,0-1,0,塞尔塔,114,10
2014-2015,32,2015-04-21 02:45,0,艾尔切,126,15,1-0,1-0,0,皇家社会,106,12
2014-2015,33,2015-04-25 02:45,0,科尔多瓦,146,20,0-1,0-0,0,毕尔巴鄂竞技,92,8
2014-2015,33,2015-04-25 22:00,1,西班牙人,100,10,0-2,0-2,1,巴塞罗那,84,1
2014-2015,33,2015-04-25 23:59,0,马德里竞技,109,3,3-0,0-0,0,艾尔切,126,14
2014-2015,33,2015-04-26 02:00,0,赫塔菲,98,13,0-1,0-1,0,莱万特,103,16
2014-2015,33,2015-04-26 04:00,0,皇家社会,106,12,0-0,0-0,0,比利亚雷亚尔,107,6
2014-2015,33,2015-04-26 18:00,0,马拉加,102,7,1-1,0-0,0,拉科鲁尼亚,93,17
2014-2015,33,2015-04-26 23:00,0,阿尔梅里亚,141,18,2-0,1-0,0,埃瓦尔,131,16
2014-2015,33,2015-04-27 01:00,0,塞维利亚,86,5,2-0,2-0,0,巴列卡诺,994,11
2014-2015,33,2015-04-27 03:00,0,塞尔塔,114,9,2-4,2-3,0,皇家马德里,82,2
2014-2015,33,2015-04-28 02:45,0,巴伦西亚,91,5,4-0,2-0,0,格拉那达,121,19
2014-2015,34,2015-04-29 02:00,0,巴塞罗那,84,1,6-0,5-0,0,赫塔菲,98,13
2014-2015,34,2015-04-29 04:00,0,毕尔巴鄂竞技,92,8,1-1,0-0,1,皇家社会,106,12
2014-2015,34,2015-04-29 04:00,0,莱万特,103,15,1-0,1-0,0,科尔多瓦,146,20
2014-2015,34,2015-04-30 02:00,0,埃瓦尔,131,16,1-3,0-2,0,塞维利亚,86,4
2014-2015,34,2015-04-30 02:00,0,塞尔塔,114,9,1-0,0-0,0,马拉加,102,7
2014-2015,34,2015-04-30 02:00,0,皇家马德里,82,2,3-0,1-0,0,阿尔梅里亚,141,17
2014-2015,34,2015-04-30 04:00,0,比利亚雷亚尔,107,6,0-1,0-0,0,马德里竞技,109,3
2014-2015,34,2015-04-30 04:00,0,艾尔切,126,14,4-0,2-0,0,拉科鲁尼亚,93,18
2014-2015,34,2015-05-01 02:00,1,巴列卡诺,994,11,1-1,1-0,1,巴伦西亚,91,5
2014-2015,34,2015-05-01 04:00,0,格拉那达,121,19,1-2,0-1,0,西班牙人,100,10
2014-2015,35,2015-05-02 02:45,0,皇家社会,106,12,3-0,1-0,0,莱万特,103,15
2014-2015,35,2015-05-02 22:00,0,科尔多瓦,146,20,0-8,0-2,0,巴塞罗那,84,1
2014-2015,35,2015-05-02 23:59,0,马德里竞技,109,3,0-0,0-0,1,毕尔巴鄂竞技,92,8
2014-2015,35,2015-05-03 02:00,0,塞维利亚,86,5,2-3,1-2,0,皇家马德里,82,2
2014-2015,35,2015-05-03 04:00,0,拉科鲁尼亚,93,18,1-1,0-0,0,比利亚雷亚尔,107,6
2014-2015,35,2015-05-03 18:00,1,西班牙人,100,10,1-1,0-1,0,巴列卡诺,994,12
2014-2015,35,2015-05-03 23:00,0,赫塔菲,98,14,1-2,1-1,0,格拉那达,121,19
2014-2015,35,2015-05-04 01:00,0,巴伦西亚,91,4,3-1,1-0,0,埃瓦尔,131,16
2014-2015,35,2015-05-04 03:00,0,马拉加,102,8,1-2,0-1,1,艾尔切,126,13
2014-2015,35,2015-05-05 02:45,1,阿尔梅里亚,141,17,2-2,0-2,1,塞尔塔,114,10
2014-2015,36,2015-05-09 02:45,0,埃瓦尔,131,17,0-2,0-1,0,西班牙人,100,10
2014-2015,36,2015-05-09 22:00,0,格拉那达,121,19,2-0,1-0,2,科尔多瓦,146,20
2014-2015,36,2015-05-09 23:59,0,巴塞罗那,84,1,2-0,0-0,0,皇家社会,106,11
2014-2015,36,2015-05-10 02:00,0,皇家马德里,82,2,2-2,0-2,0,巴伦西亚,91,4
2014-2015,36,2015-05-10 04:00,0,毕尔巴鄂竞技,92,8,1-1,1-0,0,拉科鲁尼亚,93,18
2014-2015,36,2015-05-10 18:00,0,莱万特,103,15,2-2,1-1,0,马德里竞技,109,3
2014-2015,36,2015-05-10 23:00,0,比利亚雷亚尔,107,6,1-0,1-0,0,艾尔切,126,13
2014-2015,36,2015-05-11 01:00,0,阿尔梅里亚,141,16,1-2,1-1,0,马拉加,102,9
2014-2015,36,2015-05-11 03:00,0,塞尔塔,114,10,1-1,0-1,0,塞维利亚,86,5
2014-2015,36,2015-05-12 02:45,1,巴列卡诺,994,12,2-0,1-0,1,赫塔菲,98,14
2014-2015,37,2015-05-18 01:00,0,塞维利亚,86,5,2-1,0-1,1,阿尔梅里亚,141,16
2014-2015,37,2015-05-18 01:00,0,巴伦西亚,91,4,1-1,0-1,0,塞尔塔,114,10
2014-2015,37,2015-05-18 01:00,0,皇家社会,106,12,0-3,0-0,0,格拉那达,121,19
2014-2015,37,2015-05-18 01:00,0,科尔多瓦,146,20,1-2,0-1,0,巴列卡诺,994,11
2014-2015,37,2015-05-18 01:00,0,赫塔菲,98,14,1-1,1-1,0,埃瓦尔,131,17
2014-2015,37,2015-05-18 01:00,0,西班牙人,100,8,1-4,0-0,0,皇家马德里,82,2
2014-2015,37,2015-05-18 01:00,0,比利亚雷亚尔,107,6,2-1,0-0,0,马拉加,102,7
2014-2015,37,2015-05-18 01:00,0,艾尔切,126,13,2-3,2-0,0,毕尔巴鄂竞技,92,9
2014-2015,37,2015-05-18 01:00,0,拉科鲁尼亚,93,18,2-0,1-0,0,莱万特,103,15
2014-2015,37,2015-05-18 01:00,0,马德里竞技,109,3,0-1,0-0,0,巴塞罗那,84,1
2014-2015,38,2015-05-23 22:30,0,莱万特,103,15,0-0,0-0,0,艾尔切,126,13
2014-2015,38,2015-05-24 00:30,0,毕尔巴鄂竞技,92,7,4-0,3-0,0,比利亚雷亚尔,107,6
2014-2015,38,2015-05-24 00:30,0,巴列卡诺,994,10,2-4,1-2,0,皇家社会,106,12
